year,citationcount,percentile
1947,0,84
1947,0,85
1947,0,86
1947,0,87
1947,0,88
1947,0,89
1947,0,90
1947,0,91
1947,0,92
1947,0,93
1947,0,94
1947,0,95
1947,0,96
1947,0,97
1947,0,98
1947,0,99
1811,3,0
1811,2,1
1811,1,2
1811,0,3
1811,0,4
1811,0,5
1811,0,6
1811,0,7
1811,0,8
1811,0,9
1811,0,10
1811,0,11
1811,0,12
1811,0,13
1811,0,14
1811,0,15
1811,0,16
1811,0,17
1811,0,18
1811,0,19
1811,0,20
1811,0,21
1811,0,22
1811,0,23
1811,0,24
1811,0,25
1811,0,26
1811,0,27
1811,0,28
1811,0,29
1811,0,30
1811,0,31
1811,0,32
1811,0,33
1811,0,34
1811,0,35
1811,0,36
1811,0,37
1811,0,38
1811,0,39
1811,0,40
1811,0,41
1811,0,42
1811,0,43
1811,0,44
1811,0,45
1811,0,46
1811,0,47
1811,0,48
1811,0,49
1811,0,50
1811,0,51
1811,0,52
1811,0,53
1811,0,54
1811,0,55
1811,0,56
1811,0,57
1811,0,58
1811,0,59
1811,0,60
1811,0,61
1811,0,62
1811,0,63
1811,0,64
1811,0,65
1811,0,66
1811,0,67
1811,0,68
1811,0,69
1811,0,70
1811,0,71
1811,0,72
1811,0,73
1811,0,74
1811,0,75
1811,0,76
1811,0,77
1811,0,78
1811,0,79
1811,0,80
1811,0,81
1811,0,82
1811,0,83
1811,0,84
1811,0,85
1811,0,86
1811,0,87
1811,0,88
1811,0,89
1811,0,90
1811,0,91
1811,0,92
1811,0,93
1811,0,94
1811,0,95
1811,0,96
1811,0,97
1811,0,98
1811,0,99
2004,55777,0
2004,147,1
2004,96,2
2004,73,3
2004,60,4
2004,51,5
2004,44,6
2004,39,7
2004,35,8
2004,31,9
2004,29,10
2004,26,11
2004,24,12
2004,22,13
2004,20,14
2004,19,15
2004,18,16
2004,16,17
2004,15,18
2004,14,19
2004,13,20
2004,13,21
2004,12,22
2004,11,23
2004,10,24
2004,10,25
2004,9,26
2004,9,27
2004,8,28
2004,8,29
2004,7,30
2004,7,31
2004,6,32
2004,6,33
2004,6,34
2004,5,35
2004,5,36
2004,5,37
2004,4,38
2004,4,39
2004,4,40
2004,3,41
2004,3,42
2004,3,43
2004,3,44
2004,3,45
2004,2,46
2004,2,47
2004,2,48
2004,2,49
2004,2,50
2004,2,51
2004,1,52
2004,1,53
2004,1,54
2004,1,55
2004,1,56
2004,1,57
2004,1,58
2004,1,59
2004,1,60
2004,1,61
2004,0,62
2004,0,63
2004,0,64
2004,0,65
2004,0,66
2004,0,67
2004,0,68
2004,0,69
2004,0,70
2004,0,71
2004,0,72
2004,0,73
2004,0,74
2004,0,75
2004,0,76
2004,0,77
2004,0,78
2004,0,79
2004,0,80
2004,0,81
2004,0,82
2004,0,83
2004,0,84
2004,0,85
2004,0,86
2004,0,87
2004,0,88
2004,0,89
2004,0,90
2004,0,91
2004,0,92
2004,0,93
2004,0,94
2004,0,95
2004,0,96
2004,0,97
2004,0,98
2004,0,99
2002,71958,0
2002,155,1
2002,100,2
2002,76,3
2002,62,4
2002,53,5
2002,46,6
2002,40,7
2002,36,8
2002,32,9
2002,29,10
2002,27,11
2002,25,12
2002,23,13
2002,21,14
2002,20,15
2002,18,16
2002,17,17
2002,16,18
2002,15,19
2002,14,20
2002,13,21
2002,12,22
2002,11,23
2002,11,24
2002,10,25
2002,10,26
2002,9,27
2002,8,28
2002,8,29
2002,8,30
2002,7,31
2002,7,32
2002,6,33
2002,6,34
2002,6,35
2002,5,36
2002,5,37
2002,5,38
2002,4,39
2002,4,40
2002,4,41
2002,4,42
2002,3,43
2002,3,44
2002,3,45
2002,3,46
2002,3,47
2002,2,48
2002,2,49
2002,2,50
2002,2,51
2002,2,52
2002,2,53
2002,2,54
2002,1,55
2002,1,56
2002,1,57
2002,1,58
2002,1,59
2002,1,60
2002,1,61
2002,1,62
2002,1,63
2002,1,64
2002,0,65
2002,0,66
2002,0,67
2002,0,68
2002,0,69
2002,0,70
2002,0,71
2002,0,72
2002,0,73
2002,0,74
2002,0,75
2002,0,76
2002,0,77
2002,0,78
2002,0,79
2002,0,80
2002,0,81
2002,0,82
2002,0,83
2002,0,84
2002,0,85
2002,0,86
2002,0,87
2002,0,88
2002,0,89
2002,0,90
2002,0,91
2002,0,92
2002,0,93
2002,0,94
2002,0,95
2002,0,96
2002,0,97
2002,0,98
2002,0,99
1984,10627,0
1984,61,1
1984,39,2
1984,30,3
1984,24,4
1984,20,5
1984,17,6
1984,15,7
1984,13,8
1984,12,9
1984,11,10
1984,10,11
1984,9,12
1984,8,13
1984,8,14
1984,7,15
1984,7,16
1984,6,17
1984,6,18
1984,5,19
1984,5,20
1984,5,21
1984,4,22
1984,4,23
1984,4,24
1984,4,25
1984,3,26
1984,3,27
1984,3,28
1984,3,29
1984,3,30
1984,2,31
1984,2,32
1984,2,33
1984,2,34
1984,2,35
1984,2,36
1984,2,37
1984,1,38
1984,1,39
1984,1,40
1984,1,41
1984,1,42
1984,1,43
1984,1,44
1984,1,45
1984,1,46
1984,1,47
1984,1,48
1984,1,49
1984,1,50
1984,0,51
1984,0,52
1984,0,53
1984,0,54
1984,0,55
1984,0,56
1984,0,57
1984,0,58
1984,0,59
1984,0,60
1984,0,61
1984,0,62
1984,0,63
1984,0,64
1984,0,65
1984,0,66
1984,0,67
1984,0,68
1984,0,69
1984,0,70
1984,0,71
1984,0,72
1984,0,73
1984,0,74
1984,0,75
1984,0,76
1984,0,77
1984,0,78
1984,0,79
1984,0,80
1984,0,81
1984,0,82
1984,0,83
1984,0,84
1984,0,85
1984,0,86
1984,0,87
1984,0,88
1984,0,89
1984,0,90
1984,0,91
1984,0,92
1984,0,93
1984,0,94
1984,0,95
1984,0,96
1984,0,97
1984,0,98
1984,0,99
1840,37,0
1840,2,1
1840,0,2
1840,0,3
1840,0,4
1840,0,5
1840,0,6
1840,0,7
1840,0,8
1840,0,9
1840,0,10
1840,0,11
1840,0,12
1840,0,13
1840,0,14
1840,0,15
1840,0,16
1840,0,17
1840,0,18
1840,0,19
1840,0,20
1840,0,21
1840,0,22
1840,0,23
1840,0,24
1840,0,25
1840,0,26
1840,0,27
1840,0,28
1840,0,29
1840,0,30
1840,0,31
1840,0,32
1840,0,33
1840,0,34
1840,0,35
1840,0,36
1840,0,37
1840,0,38
1840,0,39
1840,0,40
1840,0,41
1840,0,42
1840,0,43
1840,0,44
1840,0,45
1840,0,46
1840,0,47
1840,0,48
1840,0,49
1840,0,50
1840,0,51
1840,0,52
1840,0,53
1840,0,54
1840,0,55
1840,0,56
1840,0,57
1840,0,58
1840,0,59
1840,0,60
1840,0,61
1840,0,62
1840,0,63
1840,0,64
1840,0,65
1840,0,66
1840,0,67
1840,0,68
1840,0,69
1840,0,70
1840,0,71
1840,0,72
1840,0,73
1840,0,74
1840,0,75
1840,0,76
1840,0,77
1840,0,78
1840,0,79
1840,0,80
1840,0,81
1840,0,82
1840,0,83
1840,0,84
1840,0,85
1840,0,86
1840,0,87
1840,0,88
1840,0,89
1840,0,90
1840,0,91
1840,0,92
1840,0,93
1840,0,94
1840,0,95
1840,0,96
1840,0,97
1840,0,98
1840,0,99
1927,64,0
1927,17,1
1927,11,2
1927,8,3
1927,6,4
1927,5,5
1927,4,6
1927,3,7
1927,2,8
1927,2,9
1927,2,10
1927,1,11
1927,1,12
1927,1,13
1927,1,14
1927,1,15
1927,1,16
1927,0,17
1927,0,18
1927,0,19
1927,0,20
1927,0,21
1927,0,22
1927,0,23
1927,0,24
1927,0,25
1927,0,26
1927,0,27
1927,0,28
1927,0,29
1927,0,30
1927,0,31
1927,0,32
1927,0,33
1927,0,34
1927,0,35
1927,0,36
1927,0,37
1927,0,38
1927,0,39
1927,0,40
1927,0,41
1927,0,42
1927,0,43
1927,0,44
1927,0,45
1927,0,46
1927,0,47
1927,0,48
1927,0,49
1927,0,50
1927,0,51
1927,0,52
1927,0,53
1927,0,54
1927,0,55
1927,0,56
1927,0,57
1927,0,58
1927,0,59
1927,0,60
1927,0,61
1927,0,62
1927,0,63
1927,0,64
1927,0,65
1927,0,66
1927,0,67
1927,0,68
1927,0,69
1927,0,70
1927,0,71
1927,0,72
1927,0,73
1927,0,74
1927,0,75
1927,0,76
1927,0,77
1927,0,78
1927,0,79
1927,0,80
1927,0,81
1927,0,82
1927,0,83
1927,0,84
1927,0,85
1927,0,86
1927,0,87
1927,0,88
1927,0,89
1927,0,90
1927,0,91
1927,0,92
1927,0,93
1927,0,94
1927,0,95
1927,0,96
1927,0,97
1927,0,98
1927,0,99
2023,3162,0
2023,8,1
2023,6,2
2023,5,3
2023,4,4
2023,3,5
2023,3,6
2023,3,7
2023,3,8
2023,2,9
2023,2,10
2023,2,11
2023,2,12
2023,2,13
2023,2,14
2023,2,15
2023,1,16
2023,1,17
2023,1,18
2023,1,19
2023,1,20
2023,1,21
2023,1,22
2023,1,23
2023,1,24
2023,1,25
2023,1,26
2023,1,27
2023,1,28
2023,1,29
2023,1,30
2023,1,31
2023,1,32
2023,1,33
2023,1,34
2023,1,35
2023,0,36
2023,0,37
2023,0,38
2023,0,39
2023,0,40
2023,0,41
2023,0,42
2023,0,43
2023,0,44
2023,0,45
2023,0,46
2023,0,47
2023,0,48
2023,0,49
2023,0,50
2023,0,51
2023,0,52
2023,0,53
2023,0,54
2023,0,55
2023,0,56
2023,0,57
2023,0,58
2023,0,59
2023,0,60
2023,0,61
2023,0,62
2023,0,63
2023,0,64
2023,0,65
2023,0,66
2023,0,67
2023,0,68
2023,0,69
2023,0,70
2023,0,71
2023,0,72
2023,0,73
2023,0,74
2023,0,75
2023,0,76
2023,0,77
2023,0,78
2023,0,79
2023,0,80
2023,0,81
2023,0,82
2023,0,83
2023,0,84
2023,0,85
2023,0,86
2023,0,87
2023,0,88
2023,0,89
2023,0,90
2023,0,91
2023,0,92
2023,0,93
2023,0,94
2023,0,95
2023,0,96
2023,0,97
2023,0,98
2023,0,99
1865,25,0
1865,0,1
1865,0,2
1865,0,3
1865,0,4
1865,0,5
1865,0,6
1865,0,7
1865,0,8
1865,0,9
1865,0,10
1865,0,11
1865,0,12
1865,0,13
1865,0,14
1865,0,15
1865,0,16
1865,0,17
1865,0,18
1865,0,19
1865,0,20
1865,0,21
1865,0,22
1865,0,23
1865,0,24
1865,0,25
1865,0,26
1865,0,27
1865,0,28
1865,0,29
1865,0,30
1865,0,31
1865,0,32
1865,0,33
1865,0,34
1865,0,35
1865,0,36
1865,0,37
1865,0,38
1865,0,39
1865,0,40
1865,0,41
1865,0,42
1865,0,43
1865,0,44
1865,0,45
1865,0,46
1865,0,47
1865,0,48
1865,0,49
1865,0,50
1865,0,51
1865,0,52
1865,0,53
1865,0,54
1865,0,55
1865,0,56
1865,0,57
1865,0,58
1865,0,59
1865,0,60
1865,0,61
1865,0,62
1865,0,63
1865,0,64
1865,0,65
1865,0,66
1865,0,67
1865,0,68
1865,0,69
1865,0,70
1865,0,71
1865,0,72
1865,0,73
1865,0,74
1865,0,75
1865,0,76
1865,0,77
1865,0,78
1865,0,79
1865,0,80
1865,0,81
1865,0,82
1865,0,83
1865,0,84
1865,0,85
1865,0,86
1865,0,87
1865,0,88
1865,0,89
1865,0,90
1865,0,91
1865,0,92
1865,0,93
1865,0,94
1865,0,95
1865,0,96
1865,0,97
1865,0,98
1865,0,99
1890,7,0
1890,0,1
1890,0,2
1890,0,3
1890,0,4
1890,0,5
1890,0,6
1890,0,7
1890,0,8
1890,0,9
1890,0,10
1890,0,11
1890,0,12
1890,0,13
1890,0,14
1890,0,15
1890,0,16
1890,0,17
1890,0,18
1890,0,19
1890,0,20
1890,0,21
1890,0,22
1890,0,23
1890,0,24
1890,0,25
1890,0,26
1890,0,27
1890,0,28
1890,0,29
1890,0,30
1890,0,31
1890,0,32
1890,0,33
1890,0,34
1890,0,35
1890,0,36
1890,0,37
1890,0,38
1890,0,39
1890,0,40
1890,0,41
1890,0,42
1890,0,43
1890,0,44
1890,0,45
1890,0,46
1890,0,47
1890,0,48
1890,0,49
1890,0,50
1890,0,51
1890,0,52
1890,0,53
1890,0,54
1890,0,55
1890,0,56
1890,0,57
1890,0,58
1890,0,59
1890,0,60
1890,0,61
1890,0,62
1890,0,63
1890,0,64
1890,0,65
1890,0,66
1890,0,67
1890,0,68
1890,0,69
1890,0,70
1890,0,71
1890,0,72
1890,0,73
1890,0,74
1890,0,75
1890,0,76
1890,0,77
1890,0,78
1890,0,79
1890,0,80
1890,0,81
1890,0,82
1890,0,83
1890,0,84
1890,0,85
1890,0,86
1890,0,87
1890,0,88
1890,0,89
1890,0,90
1890,0,91
1890,0,92
1890,0,93
1890,0,94
1890,0,95
1890,0,96
1890,0,97
1890,0,98
1890,0,99
1823,15,0
1823,1,1
1823,1,2
1823,0,3
1823,0,4
1823,0,5
1823,0,6
1823,0,7
1823,0,8
1823,0,9
1823,0,10
1823,0,11
1823,0,12
1823,0,13
1823,0,14
1823,0,15
1823,0,16
1823,0,17
1823,0,18
1823,0,19
1823,0,20
1823,0,21
1823,0,22
1823,0,23
1823,0,24
1823,0,25
1823,0,26
1823,0,27
1823,0,28
1823,0,29
1823,0,30
1823,0,31
1823,0,32
1823,0,33
1823,0,34
1823,0,35
1823,0,36
1823,0,37
1823,0,38
1823,0,39
1823,0,40
1823,0,41
1823,0,42
1823,0,43
1823,0,44
1823,0,45
1823,0,46
1823,0,47
1823,0,48
1823,0,49
1823,0,50
1823,0,51
1823,0,52
1823,0,53
1823,0,54
1823,0,55
1823,0,56
1823,0,57
1823,0,58
1823,0,59
1823,0,60
1823,0,61
1823,0,62
1823,0,63
1823,0,64
1823,0,65
1823,0,66
1823,0,67
1823,0,68
1823,0,69
1823,0,70
1823,0,71
1823,0,72
1823,0,73
1823,0,74
1823,0,75
1823,0,76
1823,0,77
1823,0,78
1823,0,79
1823,0,80
1823,0,81
1823,0,82
1823,0,83
1823,0,84
1823,0,85
1823,0,86
1823,0,87
1823,0,88
1823,0,89
1823,0,90
1823,0,91
1823,0,92
1823,0,93
1823,0,94
1823,0,95
1823,0,96
1823,0,97
1823,0,98
1823,0,99
1959,29,0
1959,25,1
1959,16,2
1959,14,3
1959,11,4
1959,10,5
1959,9,6
1959,7,7
1959,6,8
1959,6,9
1959,6,10
1959,5,11
1959,5,12
1959,4,13
1959,4,14
1959,4,15
1959,4,16
1959,4,17
1959,4,18
1959,3,19
1959,3,20
1959,3,21
1959,2,22
1959,2,23
1959,2,24
1959,2,25
1959,2,26
1959,2,27
1959,2,28
1959,2,29
1959,1,30
1959,1,31
1959,1,32
1959,1,33
1959,1,34
1959,1,35
1959,1,36
1959,1,37
1959,1,38
1959,1,39
1959,1,40
1959,1,41
1959,1,42
1959,1,43
1959,1,44
1959,1,45
1959,1,46
1959,1,47
1959,1,48
1959,1,49
1959,1,50
1959,0,51
1959,0,52
1959,0,53
1959,0,54
1959,0,55
1959,0,56
1959,0,57
1959,0,58
1959,0,59
1959,0,60
1959,0,61
1959,0,62
1959,0,63
1959,0,64
1959,0,65
1959,0,66
1959,0,67
1959,0,68
1959,0,69
1959,0,70
1959,0,71
1959,0,72
1959,0,73
1959,0,74
1959,0,75
1959,0,76
1959,0,77
1959,0,78
1959,0,79
1959,0,80
1959,0,81
1959,0,82
1959,0,83
1959,0,84
1959,0,85
1959,0,86
1959,0,87
1959,0,88
1959,0,89
1959,0,90
1959,0,91
1959,0,92
1959,0,93
1959,0,94
1959,0,95
1959,0,96
1959,0,97
1959,0,98
1959,0,99
1993,5715,0
1993,95,1
1993,61,2
1993,46,3
1993,37,4
1993,31,5
1993,27,6
1993,24,7
1993,21,8
1993,19,9
1993,17,10
1993,16,11
1993,14,12
1993,13,13
1993,12,14
1993,11,15
1993,11,16
1993,10,17
1993,9,18
1993,9,19
1993,8,20
1993,8,21
1993,7,22
1993,7,23
1993,6,24
1993,6,25
1993,6,26
1993,5,27
1993,5,28
1993,5,29
1993,4,30
1993,4,31
1993,4,32
1993,4,33
1993,3,34
1993,3,35
1993,3,36
1993,3,37
1993,3,38
1993,3,39
1993,2,40
1993,2,41
1993,2,42
1993,2,43
1993,2,44
1993,2,45
1993,2,46
1993,2,47
1993,1,48
1993,1,49
1993,1,50
1993,1,51
1993,1,52
1993,1,53
1993,1,54
1993,1,55
1993,1,56
1993,1,57
1993,1,58
1993,1,59
1993,1,60
1993,0,61
1993,0,62
1993,0,63
1993,0,64
1993,0,65
1993,0,66
1993,0,67
1993,0,68
1993,0,69
1993,0,70
1993,0,71
1993,0,72
1993,0,73
1993,0,74
1993,0,75
1993,0,76
1993,0,77
1993,0,78
1993,0,79
1993,0,80
1993,0,81
1993,0,82
1993,0,83
1993,0,84
1993,0,85
1993,0,86
1993,0,87
1993,0,88
1993,0,89
1993,0,90
1993,0,91
1993,0,92
1993,0,93
1993,0,94
1993,0,95
1993,0,96
1993,0,97
1993,0,98
1993,0,99
1889,2,0
1889,0,1
1889,0,2
1889,0,3
1889,0,4
1889,0,5
1889,0,6
1889,0,7
1889,0,8
1889,0,9
1889,0,10
1889,0,11
1889,0,12
1889,0,13
1889,0,14
1889,0,15
1889,0,16
1889,0,17
1889,0,18
1889,0,19
1889,0,20
1889,0,21
1889,0,22
1889,0,23
1889,0,24
1889,0,25
1889,0,26
1889,0,27
1889,0,28
1889,0,29
1889,0,30
1889,0,31
1889,0,32
1889,0,33
1889,0,34
1889,0,35
1889,0,36
1889,0,37
1889,0,38
1889,0,39
1889,0,40
1889,0,41
1889,0,42
1889,0,43
1889,0,44
1889,0,45
1889,0,46
1889,0,47
1889,0,48
1889,0,49
1889,0,50
1889,0,51
1889,0,52
1889,0,53
1889,0,54
1889,0,55
1889,0,56
1889,0,57
1889,0,58
1889,0,59
1889,0,60
1889,0,61
1889,0,62
1889,0,63
1889,0,64
1889,0,65
1889,0,66
1889,0,67
1889,0,68
1889,0,69
1889,0,70
1889,0,71
1889,0,72
1889,0,73
1889,0,74
1889,0,75
1889,0,76
1889,0,77
1889,0,78
1889,0,79
1889,0,80
1889,0,81
1889,0,82
1889,0,83
1889,0,84
1889,0,85
1889,0,86
1889,0,87
1889,0,88
1889,0,89
1889,0,90
1889,0,91
1889,0,92
1889,0,93
1889,0,94
1889,0,95
1889,0,96
1889,0,97
1889,0,98
1889,0,99
1789,2,0
1789,2,1
1789,2,2
1789,2,3
1789,2,4
1789,2,5
1789,2,6
1789,2,7
1789,2,8
1789,2,9
1789,2,10
1789,2,11
1789,2,12
1789,2,13
1789,2,14
1789,2,15
1789,2,16
1789,2,17
1789,2,18
1789,2,19
1789,2,20
1789,2,21
1789,2,22
1789,2,23
1789,2,24
1789,2,25
1789,2,26
1789,2,27
1789,2,28
1789,2,29
1789,2,30
1789,2,31
1789,2,32
1789,2,33
1789,2,34
1789,2,35
1789,2,36
1789,2,37
1789,2,38
1789,2,39
1789,2,40
1789,2,41
1789,2,42
1789,2,43
1789,2,44
1789,2,45
1789,2,46
1789,2,47
1789,2,48
1789,2,49
1789,2,50
1789,2,51
1789,2,52
1789,2,53
1789,2,54
1789,2,55
1789,2,56
1789,2,57
1789,2,58
1789,2,59
1789,2,60
1789,2,61
1789,2,62
1789,2,63
1789,2,64
1789,2,65
1789,2,66
1789,2,67
1789,2,68
1789,2,69
1789,2,70
1789,2,71
1789,2,72
1789,2,73
1789,2,74
1789,2,75
1789,2,76
1789,2,77
1789,2,78
1789,2,79
1789,2,80
1789,2,81
1789,2,82
1789,2,83
1789,2,84
1789,2,85
1789,2,86
1789,2,87
1789,2,88
1789,2,89
1789,2,90
1789,2,91
1789,2,92
1789,2,93
1789,2,94
1789,2,95
1789,2,96
1789,2,97
1789,2,98
1789,2,99
1997,26426,0
1997,120,1
1997,78,2
1997,59,3
1997,48,4
1997,41,5
1997,35,6
1997,31,7
1997,28,8
1997,25,9
1997,23,10
1997,21,11
1997,19,12
1997,18,13
1997,17,14
1997,15,15
1997,14,16
1997,13,17
1997,13,18
1997,12,19
1997,11,20
1997,11,21
1997,10,22
1997,9,23
1997,9,24
1997,8,25
1997,8,26
1997,7,27
1997,7,28
1997,7,29
1997,6,30
1997,6,31
1997,6,32
1997,5,33
1997,5,34
1997,5,35
1997,5,36
1997,4,37
1997,4,38
1997,4,39
1997,4,40
1997,4,41
1997,3,42
1997,3,43
1997,3,44
1997,3,45
1997,3,46
1997,3,47
1997,2,48
1997,2,49
1997,2,50
1997,2,51
1997,2,52
1997,2,53
1997,2,54
1997,2,55
1997,1,56
1997,1,57
1997,1,58
1997,1,59
1997,1,60
1997,1,61
1997,1,62
1997,1,63
1997,1,64
1997,1,65
1997,1,66
1997,1,67
1997,0,68
1997,0,69
1997,0,70
1997,0,71
1997,0,72
1997,0,73
1997,0,74
1997,0,75
1997,0,76
1997,0,77
1997,0,78
1997,0,79
1997,0,80
1997,0,81
1997,0,82
1997,0,83
1997,0,84
1997,0,85
1997,0,86
1997,0,87
1997,0,88
1997,0,89
1997,0,90
1997,0,91
1997,0,92
1997,0,93
1997,0,94
1997,0,95
1997,0,96
1997,0,97
1997,0,98
1997,0,99
1863,2,0
1863,0,1
1863,0,2
1863,0,3
1863,0,4
1863,0,5
1863,0,6
1863,0,7
1863,0,8
1863,0,9
1863,0,10
1863,0,11
1863,0,12
1863,0,13
1863,0,14
1863,0,15
1863,0,16
1863,0,17
1863,0,18
1863,0,19
1863,0,20
1863,0,21
1863,0,22
1863,0,23
1863,0,24
1863,0,25
1863,0,26
1863,0,27
1863,0,28
1863,0,29
1863,0,30
1863,0,31
1863,0,32
1863,0,33
1863,0,34
1863,0,35
1863,0,36
1863,0,37
1863,0,38
1863,0,39
1863,0,40
1863,0,41
1863,0,42
1863,0,43
1863,0,44
1863,0,45
1863,0,46
1863,0,47
1863,0,48
1863,0,49
1863,0,50
1863,0,51
1863,0,52
1863,0,53
1863,0,54
1863,0,55
1863,0,56
1863,0,57
1863,0,58
1863,0,59
1863,0,60
1863,0,61
1863,0,62
1863,0,63
1863,0,64
1863,0,65
1863,0,66
1863,0,67
1863,0,68
1863,0,69
1863,0,70
1863,0,71
1863,0,72
1863,0,73
1863,0,74
1863,0,75
1863,0,76
1863,0,77
1863,0,78
1863,0,79
1863,0,80
1863,0,81
1863,0,82
1863,0,83
1863,0,84
1863,0,85
1863,0,86
1863,0,87
1863,0,88
1863,0,89
1863,0,90
1863,0,91
1863,0,92
1863,0,93
1863,0,94
1863,0,95
1863,0,96
1863,0,97
1863,0,98
1863,0,99
1870,1,0
1870,0,1
1870,0,2
1870,0,3
1870,0,4
1870,0,5
1870,0,6
1870,0,7
1870,0,8
1870,0,9
1870,0,10
1870,0,11
1870,0,12
1870,0,13
1870,0,14
1870,0,15
1870,0,16
1870,0,17
1870,0,18
1870,0,19
1870,0,20
1870,0,21
1870,0,22
1870,0,23
1870,0,24
1870,0,25
1870,0,26
1870,0,27
1870,0,28
1870,0,29
1870,0,30
1870,0,31
1870,0,32
1870,0,33
1870,0,34
1870,0,35
1870,0,36
1870,0,37
1870,0,38
1870,0,39
1870,0,40
1870,0,41
1870,0,42
1870,0,43
1870,0,44
1870,0,45
1870,0,46
1870,0,47
1870,0,48
1870,0,49
1870,0,50
1870,0,51
1870,0,52
1870,0,53
1870,0,54
1870,0,55
1870,0,56
1870,0,57
1870,0,58
1870,0,59
1870,0,60
1870,0,61
1870,0,62
1870,0,63
1870,0,64
1870,0,65
1870,0,66
1870,0,67
1870,0,68
1870,0,69
1870,0,70
1870,0,71
1870,0,72
1870,0,73
1870,0,74
1870,0,75
1870,0,76
1870,0,77
1870,0,78
1870,0,79
1870,0,80
1870,0,81
1870,0,82
1870,0,83
1870,0,84
1870,0,85
1870,0,86
1870,0,87
1870,0,88
1870,0,89
1870,0,90
1870,0,91
1870,0,92
1870,0,93
1870,0,94
1870,0,95
1870,0,96
1870,0,97
1870,0,98
1870,0,99
2005,25460,0
2005,175,1
2005,116,2
2005,90,3
2005,75,4
2005,64,5
2005,56,6
2005,50,7
2005,45,8
2005,41,9
2005,38,10
2005,35,11
2005,33,12
2005,30,13
2005,28,14
2005,26,15
2005,25,16
2005,23,17
2005,22,18
2005,21,19
2005,20,20
2005,19,21
2005,18,22
2005,17,23
2005,16,24
2005,15,25
2005,14,26
2005,14,27
2005,13,28
2005,12,29
2005,12,30
2005,11,31
2005,11,32
2005,10,33
2005,10,34
2005,9,35
2005,9,36
2005,9,37
2005,8,38
2005,8,39
2005,7,40
2005,7,41
2005,7,42
2005,6,43
2005,6,44
2005,6,45
2005,6,46
2005,5,47
2005,5,48
2005,5,49
2005,5,50
2005,4,51
2005,4,52
2005,4,53
2005,4,54
2005,3,55
2005,3,56
2005,3,57
2005,3,58
2005,3,59
2005,3,60
2005,2,61
2005,2,62
2005,2,63
2005,2,64
2005,2,65
2005,2,66
2005,2,67
2005,1,68
2005,1,69
2005,1,70
2005,1,71
2005,1,72
2005,1,73
2005,1,74
2005,1,75
2005,1,76
2005,1,77
2005,0,78
2005,0,79
2005,0,80
2005,0,81
2005,0,82
2005,0,83
2005,0,84
2005,0,85
2005,0,86
2005,0,87
2005,0,88
2005,0,89
2005,0,90
2005,0,91
2005,0,92
2005,0,93
2005,0,94
2005,0,95
2005,0,96
2005,0,97
2005,0,98
2005,0,99
1828,5,0
1828,1,1
1828,1,2
1828,0,3
1828,0,4
1828,0,5
1828,0,6
1828,0,7
1828,0,8
1828,0,9
1828,0,10
1828,0,11
1828,0,12
1828,0,13
1828,0,14
1828,0,15
1828,0,16
1828,0,17
1828,0,18
1828,0,19
1828,0,20
1828,0,21
1828,0,22
1828,0,23
1828,0,24
1828,0,25
1828,0,26
1828,0,27
1828,0,28
1828,0,29
1828,0,30
1828,0,31
1828,0,32
1828,0,33
1828,0,34
1828,0,35
1828,0,36
1828,0,37
1828,0,38
1828,0,39
1828,0,40
1828,0,41
1828,0,42
1828,0,43
1828,0,44
1828,0,45
1828,0,46
1828,0,47
1828,0,48
1828,0,49
1828,0,50
1828,0,51
1828,0,52
1828,0,53
1828,0,54
1828,0,55
1828,0,56
1828,0,57
1828,0,58
1828,0,59
1828,0,60
1828,0,61
1828,0,62
1828,0,63
1828,0,64
1828,0,65
1828,0,66
1828,0,67
1828,0,68
1828,0,69
1828,0,70
1828,0,71
1828,0,72
1828,0,73
1828,0,74
1828,0,75
1828,0,76
1828,0,77
1828,0,78
1828,0,79
1828,0,80
1828,0,81
1828,0,82
1828,0,83
1828,0,84
1828,0,85
1828,0,86
1828,0,87
1828,0,88
1828,0,89
1828,0,90
1828,0,91
1828,0,92
1828,0,93
1828,0,94
1828,0,95
1828,0,96
1828,0,97
1828,0,98
1828,0,99
1911,3,0
1911,0,1
1911,0,2
1911,0,3
1911,0,4
1911,0,5
1911,0,6
1911,0,7
1911,0,8
1911,0,9
1911,0,10
1911,0,11
1911,0,12
1911,0,13
1911,0,14
1911,0,15
1911,0,16
1911,0,17
1911,0,18
1911,0,19
1911,0,20
1911,0,21
1911,0,22
1911,0,23
1911,0,24
1911,0,25
1911,0,26
1911,0,27
1911,0,28
1911,0,29
1911,0,30
1911,0,31
1911,0,32
1911,0,33
1911,0,34
1911,0,35
1911,0,36
1911,0,37
1911,0,38
1911,0,39
1911,0,40
1911,0,41
1911,0,42
1911,0,43
1911,0,44
1911,0,45
1911,0,46
1911,0,47
1911,0,48
1911,0,49
1911,0,50
1911,0,51
1911,0,52
1911,0,53
1911,0,54
1911,0,55
1911,0,56
1911,0,57
1911,0,58
1911,0,59
1911,0,60
1911,0,61
1911,0,62
1911,0,63
1911,0,64
1911,0,65
1911,0,66
1911,0,67
1911,0,68
1911,0,69
1911,0,70
1911,0,71
1911,0,72
1911,0,73
1911,0,74
1911,0,75
1911,0,76
1911,0,77
1911,0,78
1911,0,79
1911,0,80
